
 Lista de Imóveis da Caixa;;Data de geração:;17/10/2024;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444416977521 ;RJ ;ARARUAMA ;NOVO HORIZONTE IGUAB ;RUA ARAGARCAS, N. 24, Apto 203, LT 18 QD 03 ;210.000,00;300.000,00;30.00;Apartamento, 0.00 de área total, 72.65 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416977521
 1444417358426 ;RJ ;ARARUAMA ;VILA CAPRI ;RUA PANDIA CALOGERA, N. 1071, 102 LT 20 QD K ;173.925,42;248.464,88;30.00;Casa, 0.00 de área total, 54.87 de área privativa, 496.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417358426
 1444415073050 ;RJ ;ARARUAMA ;COQUEIRAL ;RUA ONIX, N. 117, CS 02 ;238.700,00;341.000,00;30.00;Casa, 0.00 de área total, 85.20 de área privativa, 262.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415073050
 1444406550819 ;RJ ;ARARUAMA ;VILA CANAA ;UNIDADE QUADRA 03, N. 15 ;62.185,47;84.285,00;26.23;Terreno, 0.00 de área total, 0.00 de área privativa, 360.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406550819
 1444418343929 ;RJ ;ARARUAMA ;CENTRO ;RUA IVONE DE OLIVEIRA SOUTO, N. 209, LJ 101 BL A ;81.158,00;110.000,00;26.22;Loja, 0.00 de área total, 20.86 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418343929
 1444407650302 ;RJ ;ARARUAMA ;CENTRO (IGUABINHA) ;RUA REALENGO, N. 45, CS 102 ;247.900,80;336.000,00;26.22;Casa, 0.00 de área total, 104.97 de área privativa, 600.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407650302
 1444406980066 ;RJ ;ARARUAMA ;PONTINHA ;RUA OTAVIO CARNEIRO, N. 0, LT 02, QD 05, AREA C ;350.455,00;475.000,00;26.22;Terreno, 0.00 de área total, 0.00 de área privativa, 684.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406980066
 1444418085717 ;RJ ;ARARUAMA ;COQUEIRAL ;RUA ONIX, N. 410, LOTE 476 QUADRA 32 ;346.500,00;462.000,00;25.00;Casa, 0.00 de área total, 176.24 de área privativa, 526.50 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418085717
 1444403128636 ;RJ ;ARARUAMA ;PONTINHA ;RUA JOSE LUIZ, N. 113, 502 ;440.000,00;550.000,00;20.00;Casa, 0.00 de área total, 205.85 de área privativa, 489.50 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), DCE, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403128636
 1444413540149 ;RJ ;ARARUAMA ;PONTINHA ;RUA CANDELARIA, N. 35, CS 02 ;254.400,00;318.000,00;20.00;Casa, 0.00 de área total, 117.99 de área privativa, 450.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413540149
 8444404819207 ;RJ ;ARARUAMA ;MONTEIRO SAO VICENTE ;ESTRADA SAO DE VICENTE, N. SN, CS 18 ;125.000,00;125.000,00;0.00;Casa, 0.00 de área total, 58.46 de área privativa, 163.93 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404819207
 1444402780658 ;RJ ;ARARUAMA ;OUTEIRO ;RUA CARVALHO, N. 702, CASA 06 ;250.000,00;250.000,00;0.00;Casa, 0.00 de área total, 87.89 de área privativa, 250.17 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402780658
 8444402061935 ;RJ ;ARARUAMA ;JARDIM SAO PAULO ;RUA PRESIDENTE WASHINGTON LUIZ, N. 393, CS 101, LT 07, QD 09 ;145.000,00;145.000,00;0.00;Casa, 0.00 de área total, 74.10 de área privativa, 225.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402061935
 8444411168216 ;RJ ;ARARUAMA ;RIO DO LIMAO ;RUA  C, N. 69, CASA 81 QD 05 ;212.519,16;212.519,16;0.00;Casa, 0.00 de área total, 71.24 de área privativa, 315.90 de área do terreno,  2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444411168216
 1444413955357 ;RJ ;ARARUAMA ;PONTE DOS LEITES ;RUA PROFESSOR NUNES MARTINS, N. 65, QD D ;228.460,41;226.000,00;0.00;Casa, 0.00 de área total, 79.34 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413955357
 8444406056502 ;RJ ;ARARUAMA ;HAWAY ;RUA CRISTINA DA MATTA TEIXEIRA, N. 345, Apto 208, QD 15 ;135.000,00;124.000,00;0.00;Apartamento, 0.00 de área total, 59.99 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444406056502
 1444409945113 ;RJ ;ARARUAMA ;PONTE DOS LEITES ;RODOVIA AMARAL PEIXOTO ANTIGA RUA SEM DENOMINACAO, N. 82784, Apto 202, LT 02, QD C ;254.683,44;230.000,00;0.00;Apartamento, 0.00 de área total, 75.08 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 suite(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409945113
 1555514403050 ;RJ ;ARARUAMA ;PENHA ;AVENIDA  JOAQUIM ANTUNES MARINHO, N. 155, LT06 QDB ;515.191,24;460.000,00;0.00;Casa, 0.00 de área total, 235.51 de área privativa, 455.00 de área do terreno,  5 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555514403050
 1444418811337 ;RJ ;ARARUAMA ;CENTRO ;RUA IVONE DE OLVEIRA SOUTO, N. 209, Apto 401, BL B ;242.483,34;203.000,00;0.00;Apartamento, 0.00 de área total, 54.42 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418811337
 1444417842522 ;RJ ;ARARUAMA ;CENTRO IGUABINHA ;RUA DOS COLIBRIS, N. 446, LT 19 QD 25 ;365.350,52;198.218,13;0.00;Casa, 0.00 de área total, 79.13 de área privativa, 450.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417842522
 1322500000200 ;RJ ;AREAL ;LOT PROJETADO ;RUA DO IPE, N. SN, SETOR 03 ;318.221,49;305.315,33;0.00;Casa, 0.00 de área total, 80.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1322500000200
 1444407367937 ;RJ ;ARMACAO DOS BUZIOS ;BAIA FORMOSA ;ESTRADA DA RASA, N. SN, LT 17 ;667.709,00;905.000,00;26.22;Terreno, 0.00 de área total, 0.00 de área privativa, 5076.34 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407367937
 1444403271277 ;RJ ;ARRAIAL DO CABO ;PRAIA GRANDE ;RUA VEREADOR SIMAS ANTIGA TRAVESSA WANCELAU BRAS, N. 20, 0 ;219.640,00;340.000,00;35.40;Casa, 0.00 de área total, 104.88 de área privativa, 60.48 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403271277
 1444405472105 ;RJ ;ARRAIAL DO CABO ;ZONA URBANA ;RUA VILAS BOAS, N. 514, UN 02 ;277.780,00;430.000,00;35.40;Casa, 0.00 de área total, 94.00 de área privativa, 213.15 de área do terreno,  3 qto(s), a.serv, WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405472105
 1444400174823 ;RJ ;ARRAIAL DO CABO ;CENTRO ;RUA VILAS BOAS, N. 152, . ;165.376,00;256.000,00;35.40;Casa, 0.00 de área total, 82.00 de área privativa, 174.45 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400174823
 1444418586104 ;RJ ;ARRAIAL DO CABO ;NOVO ARRAIAL ;RUA PORTURAL, N. 15, LT 15 QD 28 ;273.750,00;365.000,00;25.00;Casa, 0.00 de área total, 172.80 de área privativa, 360.00 de área do terreno,  3 qto(s), WC, 1 sala(s), sacada, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418586104
 1444409298665 ;RJ ;ARRAIAL DO CABO ;MONTE ALTO ;LOT SUMMER BEACH, N. SN, QD K LT 11 ;315.000,00;315.000,00;0.00;Casa, 0.00 de área total, 78.11 de área privativa, 200.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444409298665
 8555521152480 ;RJ ;BARRA DO PIRAI ;ARTHUR CATALDI ;RUA A, N. 118, LT 25 QD 5 ;61.837,11;110.000,00;43.79;Casa, 0.00 de área total, 54.00 de área privativa, 823.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), sacada, cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555521152480
 10194389 ;RJ ;BARRA MANSA ;SANTA RITA DE CASSIA ;RUA JOÃO GUALBERTO DE SOUZA, N. 00, FRENTE PARA ESTRADA DO AMPARO, LT 584 ;240.754,32;302.333,42;20.37;Terreno, 0.00 de área total, 0.00 de área privativa, 1476.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10194389
 10188445 ;RJ ;BARRA MANSA ;ANO BOM ;AVENIDA PRESIDENTE KENNEDY, N. 00, LT H-4 ;1.224.000,00;1.530.000,00;20.00;Galpão, 0.00 de área total, 117.04 de área privativa, 1859.62 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10188445
 8555502239886 ;RJ ;BELFORD ROXO ;BARRO VERMELHO ; R LINDON JOHNSON, N. 99, sn, 10306 ;57.200,00;104.000,00;45.00;Casa, 0.00 de área total, 50.00 de área privativa, 192.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555502239886
 8555512261361 ;RJ ;BELFORD ROXO ;CENTRO ;AVENIDA GONCALVES GATTO, N. 290, Apto 511, BL 04 ;100.077,25;180.579,68;44.59;Apartamento, 0.00 de área total, 49.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512261361
 8787702301705 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 977, Apto 3B-4, AREA 02 ;77.990,77;140.726,77;44.59;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787702301705
 8322500001158 ;RJ ;BELFORD ROXO ;CENTRO ;AVENIDA GONCALVES GATTO, N. 290, Apto 211, BL 07 ;98.257,49;177.296,10;44.59;Apartamento, 0.00 de área total, 49.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8322500001158
 8555516298464 ;RJ ;BELFORD ROXO ;CENTRO ;RUA CAROLINA FERREIRA, N. 192, Apto 603, BL 01 ;95.300,85;171.961,13;44.59;Apartamento, 53.78 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555516298464
 8555536012426 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 1D-4, AREA 1 ;74.160,72;133.815,82;44.59;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536012426
 8555538748152 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 3C-3, BL 3 ;82.977,97;149.725,68;44.59;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538748152
 8555535798841 ;RJ ;BELFORD ROXO ;SAO JORGE ;RUA DA NASCENTE, N. 500, Apto 303, LT 02 ;50.045,56;90.302,36;44.59;Apartamento, 0.00 de área total, 48.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535798841
 8787703612437 ;RJ ;BELFORD ROXO ;SANTA AMELIA ;RUA BELO HORIZONTE, N. 835, Apto 302, BL10 LT 01 ;63.199,74;114.037,79;44.59;Apartamento, 0.00 de área total, 43.29 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703612437
 8555519743566 ;RJ ;BELFORD ROXO ;NOVA PIAM ;AVENIDA  JOAQUIM DA COSTA LIMA, N. 1837, Apto 101, LT 02 ;71.554,99;129.114,03;44.59;Apartamento, 0.00 de área total, 45.71 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555519743566
 8444404367764 ;RJ ;BELFORD ROXO ;SAO VICENTE ;RUA TENENTE JOAQUIM CORREIA DE SOUZA, N. 8, CS 18 LT 01 QD 108 ;150.699,69;271.922,95;44.59;Casa, 0.00 de área total, 128.00 de área privativa, 98.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404367764
 8444418249890 ;RJ ;BELFORD ROXO ;SAO VICENTE ;RUA TENENTE RAIMUNDO FEITOSA DA SILVA, N. 100, QD 127 LT 01 CS 10 ;77.754,12;140.299,75;44.59;Casa, 0.00 de área total, 45.48 de área privativa, 49.02 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444418249890
 8444422003027 ;RJ ;BELFORD ROXO ;SAO VICENTE ;RUA TENENTE RAYMUNDO FEITOSA DA SILVA, N. 128, QD 128 LT 01 CS 15 ;81.373,74;146.831,00;44.59;Casa, 0.00 de área total, 52.80 de área privativa, 73.20 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422003027
 8444422829979 ;RJ ;BELFORD ROXO ;REDENTOR ;RUA REDENTOR, N. 301, CS 06 QD 13 LT 05 ;78.142,20;141.000,00;44.58;Casa, 0.00 de área total, 36.38 de área privativa, 68.77 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444422829979
 8444423044533 ;RJ ;BELFORD ROXO ;REDENTOR ;RUA REDENTOR, N. 301, CS 05 ;98.647,60;178.000,00;44.58;Casa, 0.00 de área total, 36.10 de área privativa, 56.19 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423044533
 8555537686560 ;RJ ;BELFORD ROXO ;NOVA AURORA ;RUA  DA NASCENTE, N. 500, Apto 103, LT 02 ;57.636,80;104.000,00;44.58;Apartamento, 0.00 de área total, 51.70 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537686560
 8444400412960 ;RJ ;BELFORD ROXO ;CENTRO ;AVENIDA PREFEITO JORGE JULIO COSTA DOS SANTOS, N. 1000, Apto 103, BL 02 ;92.551,40;167.000,00;44.58;Apartamento, 0.00 de área total, 60.62 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400412960
 8555517911984 ;RJ ;BELFORD ROXO ;CENTRO ;AVENIDA PREFEITO JORGE JULIO COSTA DOS SANTOS, N. 1000, Apto 801, BLOCO 04 ;94.214,00;170.000,00;44.58;Apartamento, 0.00 de área total, 57.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517911984
 8555526806144 ;RJ ;BELFORD ROXO ;CENTRO ;RUA CAROLINA FERREIRA, N. 192, Apto 201, BL 02 LT C ;67.612,40;122.000,00;44.58;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526806144
 8555527327509 ;RJ ;BELFORD ROXO ;CENTRO ;RUA CAROLINA FERREIRA, N. 192, Apto 1206, BL 03 LT C ;72.046,00;130.000,00;44.58;Apartamento, 44.00 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527327509
 8555526803501 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 302, BLOCO 02 LOTE C ;83.130,00;150.000,00;44.58;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555526803501
 8555527002227 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 503, BL 01 LOTE C ;70.383,40;127.000,00;44.58;Apartamento, 0.00 de área total, 46.36 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527002227
 8555527371826 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 304, BL 02 LOTE C ;99.756,00;180.000,00;44.58;Apartamento, 0.00 de área total, 44.28 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555527371826
 8555528193565 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 302, BLOCO 04 LOTE C ;94.214,00;170.000,00;44.58;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528193565
 8555528739738 ;RJ ;BELFORD ROXO ;AREIA BRANCA ;RUA CAROLINA FERREIRA, N. 192, Apto 106, BL 01 LT C ;64.287,20;116.000,00;44.58;Apartamento, 0.00 de área total, 52.44 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555528739738
 8555535304490 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 1D-1, . ;64.841,40;117.000,00;44.58;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535304490
 8555535647363 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 1C-4, AREA 01 BL 01 ;66.504,00;120.000,00;44.58;Apartamento, 45.00 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535647363
 8555535681332 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA  BELFORD ROXO, N. SN, Apto 1D 2, 1D21, 01Área 1 - Condomínio Primavera ;75.925,40;137.000,00;44.58;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555535681332
 8555536274218 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 3B-1, AREA 1 ;74.262,80;134.000,00;44.58;Apartamento, 90.25 de área total, 0.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555536274218
 8555537460678 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 4D-4, AREA 01 BL 04 ;65.395,60;118.000,00;44.58;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537460678
 8555537602766 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 4B-0, ARAEA 01 BLOCO 04 ;82.021,60;148.000,00;44.58;Apartamento, 0.00 de área total, 48.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555537602766
 8555539192000 ;RJ ;BELFORD ROXO ;BOM PASTOR ;ESTRADA BELFORD ROXO, N. 907, Apto 1C-4, BL 01 AREA 01 ;82.021,60;148.000,00;44.58;Apartamento, 0.00 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555539192000
